Sigla;Código;Município;pib
PR;4124020;Santa Tereza do Oeste;271739,7264
PR;4124053;Santa Terezinha de Itaipu;320877,2621
PR;4124103;Santo Antônio da Platina;702858,198
PR;4124202;Santo Antônio do Caiuá;25238,86971
PR;4124301;Santo Antônio do Paraíso;49402,68223
PR;4124400;Santo Antônio do Sudoeste;302643,7694
PR;4124509;Santo Inácio;248402,1628
PR;4124608;São Carlos do Ivaí;184876,2261
PR;4124707;São Jerônimo da Serra;150738,1422
PR;4124806;São João;415760,0449
PR;4124905;São João do Caiuá;72171,20776
PR;4125001;São João do Ivaí;168620,129
PR;4125100;São João do Triunfo;270554,5027
PR;4125209;São Jorge d'Oeste;220969,7657
PR;4125308;São Jorge do Ivaí;187344,2362
PR;4125357;São Jorge do Patrocínio;67867,71136
PR;4125407;São José da Boa Vista;107272,7819
PR;4125456;São José das Palmeiras;46230,7267
PR;4125506;São José dos Pinhais;12608305,23
PR;4125555;São Manoel do Paraná;29105,90129
PR;4125605;São Mateus do Sul;708112,5809
PR;4125704;São Miguel do Iguaçu;686289,8069
PR;4125753;São Pedro do Iguaçu;115380,7577
PR;4125803;São Pedro do Ivaí;172784,05
PR;4125902;São Pedro do Paraná;42168,56967
PR;4126009;São Sebastião da Amoreira;140121,544
PR;4126108;São Tomé;76313,65565
PR;4126207;Sapopema;71840,24139
PR;4126256;Sarandi;967643,4295
PR;4126272;Saudade do Iguaçu;367072,9783
PR;4126306;Sengés;310343,7557
PR;4126355;Serranópolis do Iguaçu;136003,8369
PR;4126405;Sertaneja;194412,6322
PR;4126504;Sertanópolis;322481,6788
PR;4126603;Siqueira Campos;329843,6965
PR;4126652;Sulina;74004,35999
PR;4126678;Tamarana;182806,4025
PR;4126702;Tamboara;58970,83124
PR;4126801;Tapejara;231857,1121
PR;4126900;Tapira;71625,51004
PR;4127007;Teixeira Soares;287752,6169
PR;4127106;Telêmaco Borba;2293696,361
PR;4127205;Terra Boa;265826,6785
PR;4127304;Terra Rica;175607,7673
PR;4127403;Terra Roxa;417129,1907
PR;4127502;Tibagi;672258,0466
PR;4127601;Tijucas do Sul;269075,6572
PR;4127700;Toledo;3492878,54
PR;4127809;Tomazina;151326,7862
PR;4127858;Três Barras do Paraná;203521,9096
PR;4127882;Tunas do Paraná;67287,93671
PR;4127908;Tuneiras do Oeste;109112,0026
PR;4127957;Tupãssi;201404,9386
PR;4127965;Turvo;280855,5392
PR;4128005;Ubiratã;800107,6938
PR;4128104;Umuarama;1915685,621
PR;4128203;União da Vitória;914597,7831
PR;4128302;Uniflor;46628,91332
PR;4128401;Uraí;171723,4639
PR;4128500;Wenceslau Braz;332018,5517
PR;4128534;Ventania;162275,2843
PR;4128559;Vera Cruz do Oeste;159240,5702
PR;4128609;Verê;233285,5424
PR;4128625;Vila Alta;53066,18583
PR;4128633;Doutor Ulysses;46317,55285
PR;4128658;Virmond;88572,48187
PR;4128708;Vitorino;232633,4126
PR;4128807;Xambrê;55851,62493
PR;4199919;Assunguy de Cima;
PR;4199929;Conchas;
PR;4199939;Palmira;
PR;4199949;Porto de Cima;
RJ;3300100;Angra dos Reis;5225554,697
RJ;3300159;Aperibé;116293,3659
RJ;3300209;Araruama;1976585,767
RJ;3300225;Areal;199533,9749
RJ;3300233;Armação dos Búzios;1386573,096
RJ;3300258;Arraial do Cabo;1262936,384
RJ;3300308;Barra do Piraí;1266873,437
RJ;3300407;Barra Mansa;3010584,452
RJ;3300456;Belford Roxo;4126486,81
RJ;3300506;Bom Jardim;414199,975
RJ;3300605;Bom Jesus do Itabapoana;423938,9755
RJ;3300704;Cabo Frio;5769563,976
RJ;3300803;Cachoeiras de Macacu;609423,4514
RJ;3300902;Cambuci;186985,7282
RJ;3300936;Carapebus;339261,0668
RJ;3300951;Comendador Levy Gasparian;281939,9325
RJ;3301009;Campos dos Goytacazes;17355829,66
RJ;3301108;Cantagalo;392781,4561
RJ;3301157;Cardoso Moreira;184613,8804
RJ;3301207;Carmo;261950,3108
RJ;3301306;Casimiro de Abreu;1098009,168
RJ;3301405;Conceição de Macabu;202661,5838
RJ;3301504;Cordeiro;212946,282
RJ;3301603;Duas Barras;116337,7126
RJ;3301702;Duque de Caxias;24804583,02
RJ;3301801;Engenheiro Paulo de Frontin;189871,0641
RJ;3301850;Guapimirim;636731,6778
RJ;3301876;Iguaba Grande;294746,3237
RJ;3301900;Itaboraí;2633137,615
RJ;3302007;Itaguaí;4902759,79
RJ;3302056;Italva;195483,0213
RJ;3302106;Itaocara;296840,888
RJ;3302205;Itaperuna;1584797,676
RJ;3302254;Itatiaia;3217903,839
RJ;3302270;Japeri;714310,848
RJ;3302304;Laje do Muriaé;85969,56442
RJ;3302403;Macaé;8284436,431
RJ;3302452;Macuco;100305,2163
RJ;3302502;Magé;2224730,719
RJ;3302601;Mangaratiba;1499338,332
RJ;3302700;Maricá;40058738,89
RJ;3302809;Mendes;166974,1665
RJ;3302858;Mesquita;1222675,189
RJ;3302908;Miguel Pereira;295260,2785
RJ;3303005;Miracema;309116,0525
RJ;3303104;Natividade;151369,7325
RJ;3303203;Nilópolis;1428190,366
RJ;3303302;Niterói;30970670,37
RJ;3303401;Nova Friburgo;2952525,762
RJ;3303500;Nova Iguaçu;8306645,722
RJ;3303609;Paracambi;542843,1946
RJ;3303708;Paraíba do Sul;584924,4713
RJ;3303807;Parati;912749,6931
RJ;3303856;Paty do Alferes;319699,0405
RJ;3303906;Petrópolis;7312745,316
RJ;3303955;Pinheiral;678106,2083
RJ;3304003;Piraí;1143673,191
RJ;3304102;Porciúncula;194168,492
RJ;3304110;Porto Real;1981943,314
RJ;3304128;Quatis;142383,2253
RJ;3304144;Queimados;2036081,756
RJ;3304151;Quissamã;2799402,701
RJ;3304201;Resende;5020236,98
RJ;3304300;Rio Bonito;854917,8716
RJ;3304409;Rio Claro;203514,4407
RJ;3304508;Rio das Flores;137423,8647
RJ;3304524;Rio das Ostras;4177491,108
RJ;3304557;Rio de Janeiro;167880124,2
RJ;3304607;Santa Maria Madalena;109504,5875
RJ;3304706;Santo Antônio de Pádua;599681,1833
RJ;3304755;São Francisco de Itabapoana;552947,7051
RJ;3304805;São Fidélis;394541,7864
RJ;3304904;São Gonçalo;9487803,537
RJ;3305000;São João da Barra;4615265,318
RJ;3305109;São João de Meriti;4184358,777
RJ;3305133;São José de Ubá;91896,61658
RJ;3305158;São José do Vale do Rio Preto;344768,926
RJ;3305208;São Pedro da Aldeia;1280760,954
RJ;3305307;São Sebastião do Alto;112635,464
RJ;3305406;Sapucaia;467075,7034
RJ;3305505;Saquarema;19689094,94
RJ;3305554;Seropédica;2229955,693
RJ;3305604;Silva Jardim;281318,612
RJ;3305703;Sumidouro;280143,6581
RJ;3305752;Tanguá;324220,5359
RJ;3305802;Teresópolis;2765341,641
RJ;3305901;Trajano de Morais;112976,7001
RJ;3306008;Três Rios;2963373,43
RJ;3306107;Valença;1457658,043
RJ;3306156;Varre-Sai;123309,0127
RJ;3306206;Vassouras;616779,4007
RJ;3306305;Volta Redonda;9182697,36
RJ;3399919;Sâo João Marcos;
RJ;3399929;São Sebastião do Parahyba;
RN;2400109;Acari;66283,83423
RN;2400208;Açu;685072,8403
RN;2400307;Afonso Bezerra;64543,10985
RN;2400406;Água Nova;16129,59227
RN;2400505;Alexandria;70389,87115
RN;2400604;Almino Afonso;23369,30651
RN;2400703;Alto do Rodrigues;287705,9362
RN;2400802;Angicos;84102,80207
RN;2400901;Antônio Martins;30588,01444
RN;2401008;Apodi;331242,2512
RN;2401107;Areia Branca;436919,4857
RN;2401206;Arês;180483,5695
RN;2401305;Augusto Severo;49180,94877
RN;2401404;Baía Formosa;151727,3068
RN;2401453;Baraúna;348425,8943
RN;2401503;Barcelona;21410,11632
RN;2401602;Bento Fernandes;41279,76859
RN;2401651;Bodó;133775,2989
RN;2401701;Bom Jesus;51039,77539
RN;2401800;Brejinho;65103,7454
RN;2401859;Caiçara do Norte;52365,50809
RN;2401909;Caiçara do Rio do Vento;28221,76829
RN;2402006;Caicó;651125,6806
RN;2402105;Campo Redondo;49933,44212
RN;2402204;Canguaretama;282734,9053
RN;2402303;Caraúbas;174427,6785
RN;2402402;Carnaúba dos Dantas;55257,37925
RN;2402501;Carnaubais;98472,99767
RN;2402600;Ceará-Mirim;467836,5993
RN;2402709;Cerro Corá;65545,3451
RN;2402808;Coronel Ezequiel;24510,65034
RN;2402907;Coronel João Pessoa;22484,7067
RN;2403004;Cruzeta;57483,58321
RN;2403103;Currais Novos;375420,893
RN;2403202;Doutor Severiano;36670,98022
RN;2403251;Parnamirim;3195484,018
RN;2403301;Encanto;29078,82647
RN;2403400;Equador;38267,46115
RN;2403509;Espírito Santo;45553,85613
RN;2403608;Extremoz;266278,548
RN;2403707;Felipe Guerra;81143,71067
RN;2403756;Fernando Pedroza;18238,16079
RN;2403806;Florânia;56247,0107
RN;2403905;Francisco Dantas;15292,13999
RN;2404002;Frutuoso Gomes;20965,24897
RN;2404101;Galinhos;75910,80096
RN;2404200;Goianinha;255145,6609
RN;2404309;Governador Dix-Sept Rosado;180309,9172
RN;2404408;Grossos;73900,26196
RN;2404507;Guamaré;953287,7049
RN;2404606;Ielmo Marinho;65689,58855
RN;2404705;Ipanguaçu;91728,09914
RN;2404804;Ipueira;16305,57861
RN;2404853;Itajá;46421,65088
RN;2404903;Itaú;34441,97542
RN;2405009;Jaçanã;40327,48172
RN;2405108;Jandaíra;47348,73016
RN;2405207;Janduís;39444,74913
RN;2405306;Januário Cicco;39631,93886
RN;2405405;Japi;24062,98215
RN;2405504;Jardim de Angicos;30058,65497
RN;2405603;Jardim de Piranhas;99577,46371
RN;2405702;Jardim do Seridó;97092,64851
RN;2405801;João Câmara;592771,035
RN;2405900;João Dias;13066,40283
RN;2406007;José da Penha;31469,8134
RN;2406106;Jucurutu;147436,881
RN;2406155;Jundiá;19674,99363
RN;2406205;Lagoa d'Anta;33068,16156
RN;2406304;Lagoa de Pedras;37989,71081
RN;2406403;Lagoa de Velhos;17851,64436
RN;2406502;Lagoa Nova;125587,9659
RN;2406601;Lagoa Salgada;44025,99587
RN;2406700;Lajes;77457,3335
RN;2406809;Lajes Pintadas;24084,92209
RN;2406908;Lucrécia;24045,24347
RN;2407005;Luís Gomes;40998,28379
RN;2407104;Macaíba;853394,6795
RN;2407203;Macau;518680,3156
RN;2407252;Major Sales;22408,61711
RN;2407302;Marcelino Vieira;38693,65621
RN;2407401;Martins;50506,21466
RN;2407500;Maxaranguape;62969,50248
RN;2407609;Messias Targino;25921,80877
RN;2407708;Montanhas;60817,52087
RN;2407807;Monte Alegre;126717,6395
RN;2407906;Monte das Gameleiras;15109,15153
RN;2408003;Mossoró;3767957,339
RN;2408102;Natal;11290323,4
RN;2408201;Nísia Floresta;221603,69
RN;2408300;Nova Cruz;261645,9524
RN;2408409;Olho-d'Água do Borges;22188,75088
RN;2408508;Ouro Branco;28803,87698
RN;2408607;Paraná;20507,77783
RN;2408706;Paraú;25794,83719
RN;2408805;Parazinho;282997,7178
RN;2408904;Parelhas;172217,8128
RN;2408953;Rio do Fogo;86636,16523
RN;2409100;Passa e Fica;71105,95353
RN;2409209;Passagem;21533,35345
RN;2409308;Patu;75115,82814
RN;2409332;Santa Maria;36425,90639
RN;2409407;Pau dos Ferros;331121,8149
RN;2409506;Pedra Grande;136907,5758
RN;2409605;Pedra Preta;16864,81375
RN;2409704;Pedro Avelino;37342,71591
RN;2409803;Pedro Velho;81046,61475
RN;2409902;Pendências;353603,7208
RN;2410009;Pilões;19526,0821
RN;2410108;Poço Branco;61554,14277
RN;2410207;Portalegre;36846,96657
RN;2410256;Porto do Mangue;69775,08595
RN;2410306;Presidente Juscelino;51025,77117
RN;2410405;Pureza;79091,15902
RN;2410504;Rafael Fernandes;24867,29111
RN;2410603;Rafael Godeiro;20283,24353
RN;2410702;Riacho da Cruz;17509,00781
RN;2410801;Riacho de Santana;20312,65238
RN;2410900;Riachuelo;89700,75509
RN;2411007;Rodolfo Fernandes;27632,19068
RN;2411056;Tibau;53694,04164
RN;2411106;Ruy Barbosa;59178,56048
RN;2411205;Santa Cruz;288973,3179
RN;2411403;Santana do Matos;68639,34381
RN;2411429;Santana do Seridó;16970,31219
RN;2411502;Santo Antônio;141226,4769
RN;2411601;São Bento do Norte;256390,636
RN;2411700;São Bento do Trairí;21297,61576
RN;2411809;São Fernando;29688,00998
RN;2411908;São Francisco do Oeste;25416,72328
RN;2412005;São Gonçalo do Amarante;889278,6226
RN;2412104;São João do Sabugi;39485,36137
RN;2412203;São José de Mipibu;485929,583
RN;2412302;São José do Campestre;58394,32423
RN;2412401;São José do Seridó;39144,12524
RN;2412500;São Miguel;149258,8299
RN;2412559;São Miguel de Touros;229967,943
RN;2412609;São Paulo do Potengi;108091,5619
RN;2412708;São Pedro;26048,31355
RN;2412807;São Rafael;41394,60318
RN;2412906;São Tomé;52177,85156
RN;2413003;São Vicente;35907,7503
RN;2413102;Senador Elói de Souza;28230,63762
RN;2413201;Senador Georgino Avelino;54376,9807
RN;2413300;Serra de São Bento;26799,87328
RN;2413359;Serra do Mel;400858,6227
RN;2413409;Serra Negra do Norte;55492,18332
RN;2413508;Serrinha;33562,97729
RN;2413557;Serrinha dos Pintos;23240,93451
RN;2413607;Severiano Melo;29455,53995
RN;2413706;Sítio Novo;25106,76324
RN;2413805;Taboleiro Grande;15158,6331
RN;2413904;Taipu;72448,02448
RN;2414001;Tangará;94194,70886
RN;2414100;Tenente Ananias;53023,70637
RN;2414159;Tenente Laurentino Cruz;50081,88683
RN;2414209;Tibau do Sul;194113,8755
RN;2414308;Timbaúba dos Batistas;20361,20034
RN;2414407;Touros;380375,5856
RN;2414456;Triunfo Potiguar;21394,24487
RN;2414506;Umarizal;70584,52979
RN;2414605;Upanema;99969,11503
RN;2414704;Várzea;26400,75305
RN;2414753;Venha-Ver;20167,47532
RN;2414803;Vera Cruz;62305,2357
RN;2414902;Viçosa;10848,13459
RN;2415008;Vila Flor;20728,11087
RO;1100015;Alta Floresta D'Oeste;342855,4829
RO;1100023;Ariquemes;1498339,832
RO;1100031;Cabixi;111292,4594
RO;1100049;Cacoal;1303504,739
RO;1100056;Cerejeiras;346855,0878
RO;1100064;Colorado do Oeste;198303,0041
RO;1100072;Corumbiara;185195,5222
RO;1100080;Costa Marques;147824,3311
RO;1100098;Espigão D'Oeste;361019,8882
RO;1100106;Guajará-Mirim;492098,4414
RO;1100114;Jaru;823956,4114
RO;1100122;Ji-Paraná;1975114,39
RO;1100130;Machadinho D'Oeste;415607,8658
RO;1100148;Nova Brasilândia D'Oeste;256153,0311
RO;1100155;Ouro Preto do Oeste;460210,3686
RO;1100189;Pimenta Bueno;766738,4415
RO;1100205;Porto Velho;9363931,088
RO;1100254;Presidente Médici;261407,4139
RO;1100262;Rio Crespo;86093,26836
RO;1100288;Rolim de Moura;730643,9683
RO;1100296;Santa Luzia D'Oeste;99689,49746
RO;1100304;Vilhena;1967614,197
RO;1100320;São Miguel do Guaporé;422616,9772
RO;1100338;Nova Mamoré;346691,7052
RO;1100346;Alvorada D'Oeste;164609,3208
RO;1100379;Alto Alegre dos Parecis;225781,6152
RO;1100403;Alto Paraíso;238240,2349
RO;1100452;Buritis;451193,519
RO;1100502;Novo Horizonte do Oeste;108066,8211
RO;1100601;Cacaulândia;128529,7854
RO;1100700;Campo Novo de Rondônia;172427,8761
RO;1100809;Candeias do Jamari;306041,6597
RO;1100908;Castanheiras;46506,60981
RO;1100924;Chupinguaia;218835,9895
RO;1100940;Cujubim;227559,2174
RO;1101005;Governador Jorge Teixeira;111720,9885
RO;1101104;Itapuã do Oeste;98044,00177
RO;1101203;Ministro Andreazza;139051,6217
RO;1101302;Mirante da Serra;122602,2664
RO;1101401;Monte Negro;182003,9608
RO;1101435;Nova União;73438,58955
RO;1101450;Parecis;72557,7242
RO;1101468;Pimenteiras do Oeste;114932,1559
RO;1101476;Primavera de Rondônia;49962,38417
RO;1101484;São Felipe D'Oeste;61000,50933
RO;1101492;São Francisco do Guaporé;227822,0299
RO;1101500;Seringueiras;155440,7588
RO;1101559;Teixeirópolis;56624,19099
RO;1101609;Theobroma;120168,3332
RO;1101708;Urupá;127672,2604
RO;1101757;Vale do Anari;102972,0863
RO;1101807;Vale do Paraíso;86661,83963
RR;1400027;Amajari;112419,3322
RR;1400050;Alto Alegre;179957,4777
RR;1400100;Boa Vista;6298800,672
RR;1400159;Bonfim;243862,4619
RR;1400175;Cantá;164816,1164
RR;1400209;Caracaraí;211602,8106
RR;1400233;Caroebe;110534,3644
RR;1400282;Iracema;97318,58324
RR;1400308;Mucajaí;183852,9845
RR;1400407;Normandia;94696,05989
RR;1400456;Pacaraima;153622,5444
RR;1400472;Rorainópolis;341869,1191
RR;1400506;São João da Baliza;153004,4916
RR;1400605;São Luiz;83545,43417
RR;1400704;Uiramutã;67194,57525
RS;4300034;Aceguá;213902,3033
RS;4300059;Água Santa;255535,9118
RS;4300109;Agudo;311767,9847
RS;4300208;Ajuricaba;243234,1393
RS;4300307;Alecrim;75656,39098
RS;4300406;Alegrete;1437706,233
RS;4300455;Alegria;73112,29126
RS;4300471;Almirante Tamandaré do Sul;129030,6696
RS;4300505;Alpestre;91672,08227
RS;4300554;Alto Alegre;49547,39249
RS;4300570;Alto Feliz;75411,78396
RS;4300604;Alvorada;1541513,437
RS;4300638;Amaral Ferrador;68915,69373
RS;4300646;Ametista do Sul;82984,33181
RS;4300661;André da Rocha;90135,35267
RS;4300703;Anta Gorda;150448,2549
RS;4300802;Antônio Prado;372283,4812
RS;4300851;Arambaré;133081,1565
RS;4300877;Araricá;110367,2474
RS;4300901;Aratiba;442052,0319
RS;4301008;Arroio do Meio;717275,5411
RS;4301057;Arroio do Sal;133309,4252
RS;4301073;Arroio do Padre;35843,3309
RS;4301107;Arroio dos Ratos;166811,2508
RS;4301206;Arroio do Tigre;200386,8319
RS;4301305;Arroio Grande;528196,1822
RS;4301404;Arvorezinha;156962,0838
RS;4301503;Augusto Pestana;235356,2995
RS;4301552;Áurea;76294,04974
RS;4301602;Bagé;1749784,644
RS;4301636;Balneário Pinhal;145686,3537
RS;4301651;Barão;143823,7926
RS;4301701;Barão de Cotegipe;159494,9801
RS;4301750;Barão do Triunfo;66435,07979
RS;4301800;Barracão;148016,6557
RS;4301859;Barra do Guarita;26519,78891
RS;4301875;Barra do Quaraí;180272,1058
RS;4301909;Barra do Ribeiro;236013,5642
RS;4301925;Barra do Rio Azul;37693,28818
RS;4301958;Barra Funda;77036,74014
RS;4302006;Barros Cassal;114139,9839
RS;4302055;Benjamin Constant do Sul;23019,66785
RS;4302105;Bento Gonçalves;3500353,992
RS;4302154;Boa Vista das Missões;111343,3414
RS;4302204;Boa Vista do Buricá;152592,3007
RS;4302220;Boa Vista do Cadeado;218815,9168
RS;4302238;Boa Vista do Incra;179334,2899
RS;4302253;Boa Vista do Sul;56076,15924
RS;4302303;Bom Jesus;286443,2224
RS;4302352;Bom Princípio;423204,2208
RS;4302378;Bom Progresso;40275,66611
RS;4302402;Bom Retiro do Sul;188148,5452
RS;4302451;Boqueirão do Leão;70204,54865
RS;4302501;Bossoroca;229014,2557
RS;4302584;Bozano;106156,1788
RS;4302600;Braga;61127,48091
RS;4302659;Brochier;54943,21794
RS;4302709;Butiá;253638,3402
RS;4302808;Caçapava do Sul;524069,139
RS;4302907;Cacequi;290860,6198
RS;4303004;Cachoeira do Sul;1653754,916
RS;4303103;Cachoeirinha;3014863,674
RS;4303202;Cacique Doble;79000,1316
RS;4303301;Caibaté;123664,253
RS;4303400;Caiçara;71346,82609
RS;4303509;Camaquã;1271425,275
RS;4303558;Camargo;242964,3247
RS;4303608;Cambará do Sul;113236,245
RS;4303673;Campestre da Serra;95556,38572
RS;4303707;Campina das Missões;111645,3658
RS;4303806;Campinas do Sul;186443,7649
RS;4303905;Campo Bom;1680537,984
RS;4304002;Campo Novo;152056,8728
RS;4304101;Campos Borges;70036,49803
RS;4304200;Candelária;503305,084
RS;4304309;Cândido Godói;167320,5375
RS;4304358;Candiota;1280922,003
RS;4304408;Canela;744676,6622
RS;4304507;Canguçu;774901,0338
RS;4304606;Canoas;10267595,31
RS;4304614;Canudos do Vale;31736,82717
RS;4304622;Capão Bonito do Sul;159672,3669
RS;4304630;Capão da Canoa;917748,7323
RS;4304655;Capão do Cipó;301073,8965
RS;4304663;Capão do Leão;387488,3283
RS;4304671;Capivari do Sul;180575,9973
RS;4304689;Capela de Santana;139381,6545
RS;4304697;Capitão;44523,14563
RS;4304705;Carazinho;1795736,22
RS;4304713;Caraá;77330,82873
RS;4304804;Carlos Barbosa;1647632,738
RS;4304853;Carlos Gomes;32885,17311
RS;4304903;Casca;335129,8223
RS;4304952;Caseiros;92986,14479
RS;4305009;Catuípe;297873,9325
RS;4305108;Caxias do Sul;14792404,11
RS;4305116;Centenário;56380,05078
RS;4305124;Cerrito;75308,61955
RS;4305132;Cerro Branco;42086,41158
RS;4305157;Cerro Grande;34805,61829
RS;4305173;Cerro Grande do Sul;94847,30545
RS;4305207;Cerro Largo;371940,3779
RS;4305306;Chapada;346289,7842
RS;4305355;Charqueadas;810832,1244
RS;4305371;Charrua;69718,13546
RS;4305405;Chiapetta;181511,0123
RS;4305439;Chuí;172859,206
RS;4305447;Chuvisca;60563,1109
RS;4305454;Cidreira;169011,7803
RS;4305504;Ciríaco;123405,175
RS;4305587;Colinas;40709,79689
RS;4305603;Colorado;157854,1525
RS;4305702;Condor;291616,8476
RS;4305801;Constantina;201823,1979
RS;4305835;Coqueiro Baixo;24350,06863
RS;4305850;Coqueiros do Sul;88760,60521
RS;4305871;Coronel Barros;105556,7983
RS;4305900;Coronel Bicaco;240476,7087
RS;4305934;Coronel Pilar;22901,0988
RS;4305959;Cotiporã;78390,01447
RS;4305975;Coxilha;197209,2746
RS;4306007;Crissiumal;237593,7069
RS;4306056;Cristal;144199,5725
RS;4306072;Cristal do Sul;44225,32258
RS;4306106;Cruz Alta;2151694,05
RS;4306130;Cruzaltense;67576,42361
RS;4306205;Cruzeiro do Sul;248809,2188
RS;4306304;David Canabarro;107067,8535
RS;4306320;Derrubadas;69277,46938
RS;4306353;Dezesseis de Novembro;26689,23996
RS;4306379;Dilermando de Aguiar;125058,1396
RS;4306403;Dois Irmãos;1021626,425
RS;4306429;Dois Irmãos das Missões;92985,21117
RS;4306452;Dois Lajeados;80571,40493
RS;4306502;Dom Feliciano;166583,4488
RS;4306551;Dom Pedro de Alcântara;30591,28209
RS;4306601;Dom Pedrito;1032083,375
RS;4306700;Dona Francisca;49759,7898
RS;4306734;Doutor Maurício Cardoso;121741,4738
RS;4306759;Doutor Ricardo;36826,42705
RS;4306767;Eldorado do Sul;989751,8895
RS;4306809;Encantado;545396,6304
RS;4306908;Encruzilhada do Sul;504592,0717
RS;4306924;Engenho Velho;34176,36207
RS;4306932;Entre-Ijuís;320965,4887
RS;4306957;Entre Rios do Sul;96869,98144
RS;4306973;Erebango;84248,44595
RS;4307005;Erechim;3212852,984
RS;4307054;Ernestina;123959,742
RS;4307104;Herval;118385,1294
RS;4307203;Erval Grande;70432,81742
RS;4307302;Erval Seco;165234,3758
RS;4307401;Esmeralda;183389,4448
RS;4307450;Esperança do Sul;54490,41487
RS;4307500;Espumoso;519604,1273
RS;4307559;Estação;163712,1172
RS;4307609;Estância Velha;875491,4693
RS;4307708;Esteio;1750470,384
RS;4307807;Estrela;1013644,487
RS;4307815;Estrela Velha;92154,2942
RS;4307831;Eugênio de Castro;189263,7478
RS;4307864;Fagundes Varela;92389,56507
RS;4307906;Farroupilha;2053227,121
RS;4308003;Faxinal do Soturno;126086,9829
RS;4308052;Faxinalzinho;48158,6408
RS;4308078;Fazenda Vilanova;65736,73609
RS;4308102;Feliz;275113,8095
RS;4308201;Flores da Cunha;1184820,386
RS;4308250;Floriano Peixoto;48108,22562
